Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_12S_Oct2019_41	3	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;LC037028.1;AP011062.1;KC136512.1;KC136470.1;KC136480.1;KC136368.1;KC136504.1;KC136488.1;KC136394.1;KC136450.1;KC136503.1;KC136500.1;KC136545.1;KC136413.1;KC136444.1;KC136493.1;KC136427.1;KC136380.1;KC136525.1;KC136378.1;KC136508.1;KC136520.1;KC136441.1;KC136474.1;KC136531.1;KC136382.1;KC136362.1;KC136428.1;KC136573.1;KC136451.1;KC136570.1;LC037025.1;KC136544.1;KC136375.1;KC136452.1;KC136519.1;KC136505.1;KC136540.1;KC136377.1;KC136516.1;KC136418.1;KC136402.1;KC136482.1;KC136464.1;KC136391.1;KC136387.1;KC136426.1;KC136574.1;KC136383.1;KC136533.1;KC136411.1;KC136549.1;KC136363.1;KC136558.1;KC136447.1;KC136565.1;KC136507.1;KC136523.1;AP011061.1;KC136559.1;KC136492.1;KC136511.1;KC136366.1;KC136479.1;KC136399.1;KC136461.1;KC136560.1;KC136578.1;KC136506.1;KC136454.1;KC136564.1;KC136446.1;KC136541.1;KC136557.1;KC136524.1;KC136433.1;KC136487.1;KC136491.1;KC136369.1;KC136437.1;KC136409.1;KC136481.1;KC136436.1;KC136376.1;KC136421.1;KC136535.1;KC136489.1;KC136361.1;KC136374.1;EF616891.1;KC136379.1;KC136490.1;KC136430.1;KC136403.1;KC136556.1;KC136412.1;KC136439.1;KC136484.1;KC136476.1
forward_12S_Oct2019_42	3	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;AF285933.1
forward_12S_Oct2019_43	3	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;AF285933.1;JN935815.1
forward_12S_Oct2019_44	2	1	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:73.7142857143;genus:73.7142857143;species:73.7142857143;	KC136482.1;MH301073.1;MH301072.1;MH301071.1;HQ391897.1;MH301070.1;AP014537.1
forward_12S_Oct2019_45	1	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Lutjanidae;genus:Lutjanus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:45.4111111111;family:35.9111111111;genus:31.4111111111;species:30.6123015873;	KC136482.1;LC458134.1;LC146225.1;LC146222.1;MG255111.1;LC421690.1;FJ416614.1;AB938146.1;MG255113.1;EF616891.1;KC136476.1;KC136483.1;AB972218.1;AP014538.1;AB972198.1;LC421697.1;LC421698.1;AP006009.1;EF616892.1;KC136466.1;LC208773.1;LC146230.1;LC036780.1;LC006297.3;LC499270.1;LC499280.1;LC500739.1;LC036779.1;KT345965.1;AB974541.1;LC036796.1
forward_12S_Oct2019_46	0	4	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Opistognathidae;genus:Opistognathus;species:Opistognathus sp. MEGANE-AGOAMADAI;	superkingdom:100.0;phylum:100.0;class:100.0;order:52.0277777778;family:62.3611111111;genus:62.3611111111;species:52.0277777778;	JF911713.1;MH688243.1;GU477631.1;AB974587.1;GU477625.1;GU370126.1;GU477628.1;AP009126.1;LC278297.1;LC499410.1;FJ792637.1;LC277929.1;GU477626.1;LC340221.1;AY279564.1;LC340218.1;LC278068.1;LC146288.1;KY798477.1;FJ616347.1;LC104626.1;KF359849.1;LC277868.1;KY798478.1;KF359846.1;LC145860.1;LC092040.1;LC092038.1;LC092039.1;KF359845.1;LC277865.1;LC278130.1;LC499565.1;AB974635.1;KF359847.1;LC146284.1;LC458204.1;NC_039423.1;AB974476.1;LC421730.1;LC499168.1
forward_12S_Oct2019_47	0	4	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Embiotocidae;genus:Embiotoca;species:Embiotoca jacksoni;	superkingdom:100.0;phylum:100.0;class:100.0;order:33.1666666667;family:100.0;genus:99.5;species:99.5;	AY279573.1;KU530212.1;AF285918.1;LC091972.1;LC091971.1;AY279572.1;LC091975.1;LC091976.1;FJ616394.1;AP009128.1;LC091977.1;LC104608.1;LC091978.1;JN125222.1;JN125224.1;LC091974.1;LC091973.1;AB969916.1;JN125223.1;JN125227.1;AB969917.1;JN125226.1;AP009129.1;JN125225.1;AY279571.1
forward_12S_Oct2019_48	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:95.5;species:95.5;	AY279632.1;KY815300.1;AY279611.1;LC104651.1;KY421797.1;LC146271.1;AJ810137.1;AJ810136.1;KY815304.1;AY279628.1;KY815292.1;AB974580.1;LC499368.1;AY279589.1;AB972172.1;AB972165.1
forward_12S_Oct2019_49	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:91.0;	LC145943.1;AF488499.1;LC092080.1;LC049675.1;AF488502.1
forward_12S_Oct2019_50	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.0;	LC145943.1;AF488499.1;LC092080.1;LC049675.1;AF488502.1
forward_12S_Oct2019_51	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax unicolor;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:87.3333333333;species:87.3333333333;	EU921696.1;EU921698.1;JX242917.1
forward_12S_Oct2019_52	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Cottidae;genus:Alcichthys;species:Alcichthys elongatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:51.4095238095;species:51.4095238095;	AB969952.1;LC091919.1;LC091918.1;KM057965.1;LC091917.1;KM057989.1;AB938166.1
forward_12S_Oct2019_53	3	0	0	not_found		
forward_12S_Oct2019_54	3	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;HE961975.1
forward_12S_Oct2019_55	2	0	1	not_found		
forward_12S_Oct2019_56	2	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:93.1666666667;family:93.1666666667;genus:93.1666666667;species:87.0;	DQ336169.1;KT373795.1;AB974539.1;LC049667.1;MF966982.1;KT345965.1;AB974541.1;MF966980.1;MF966978.1;MF966985.1;MF966979.1;MF966984.1;MF966981.1;AP014536.1;MF966983.1;KR075132.1;EF616891.1;KC136466.1;KC136476.1;LC006297.3;LC036779.1;LC208773.1;LC500739.1;LC036780.1;AP014538.1;AB974645.1;LC146227.1;KJ907732.1;AB974575.1;LC021164.1;KF815977.1;LC458154.1;LC458155.1;AB128869.1;AB974643.1;AB128867.1;AB741956.1;AB128866.1;AB739063.1;AB128868.1;KM370980.1;LC021266.1;KC567664.1;KY815235.1;JN378751.1;JF972568.1;KF746198.1;KY660677.1;KJ644781.1;LC055190.1;KJ960194.1;AB128871.1;AB734122.1;AB128870.1
forward_12S_Oct2019_57	2	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;HE961975.1
forward_12S_Oct2019_58	1	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Lutjanidae;genus:Lutjanus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:47.8304945055;family:33.6301282051;genus:33.6301282051;species:28.2947802198;	KC136482.1;LC458134.1;MG255111.1;LC146222.1;LC421690.1;LC146225.1;LC421698.1;LC421697.1;KC136466.1;KC136476.1;EF616891.1;AP014538.1;AP006009.1;EF616892.1;AB972198.1;KC136483.1;LC006297.3;FJ416614.1;LC500739.1;AB938146.1;LC208773.1;MH301076.1;LC036780.1;HQ391896.1;LC036779.1;MG255113.1;DQ336169.1
forward_12S_Oct2019_59	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;LC037028.1;AP011062.1;KC136386.1;KC136470.1;KC136542.1;KC136407.1;KC136406.1;KC136512.1;KC136413.1;KC136394.1;KC136508.1;KC136427.1;KC136444.1;KC136488.1;KC136500.1;KC136450.1;KC136480.1;KC136463.1;KC136496.1;KC136365.1;KC136368.1;LC458161.1;KC136520.1;KC136504.1;LC037026.1;KC136441.1;LC037025.1;KC136382.1;KC136573.1;KC136519.1;KC136452.1;KC136550.1;KC136398.1;KC136428.1;KC136362.1;KC136418.1;KC136402.1;KC136451.1;KC136540.1;KC136456.1;KC136568.1;KC136544.1;KC136570.1;KC136516.1;KC136422.1;KC136499.1;KC136404.1;KC136529.1;KC136507.1;KC136416.1;KC136492.1;KC136578.1;KC136414.1;KC136554.1;KC136369.1;KC136376.1;KC136433.1;KC136468.1;KC136454.1;KC136366.1;KC136421.1;KC136557.1;AB972197.1;KC136363.1;KC136526.1;LC037024.1;KC136533.1;KC136438.1;KC136445.1;KC136523.1;KC136481.1;KC136453.1;KC136411.1;KC136436.1;KC136491.1;KC136479.1;KC136405.1;KC136538.1;KC136535.1;KC136524.1;KC136399.1;KC136426.1;KC136549.1;KC136548.1;KC136412.1;KC136556.1;KC136574.1;KC136379.1;KC136484.1;KC136430.1;KC136532.1;KC136409.1;KC136460.1;EF616895.1;KC136439.1;KC136384.1;KC136521.1;AY279561.1;EF616891.1
forward_12S_Oct2019_60	1	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:77.6373737374;	LC091961.1;LC091962.1;LC385180.1;AP003091.1;LC277958.1;AB972182.1;LC499276.1;AP003092.1;MH377811.1;AB096005.1;AB108498.1;LC277951.1;KF841444.1;LC036993.1;AF271658.1;LC036995.1;LC037001.1;AB969924.1;KM986880.1;MH248170.1;AB938141.1;AB969992.1;AB969927.1;MH248171.1;MH377815.1;LC277964.1;MH377814.1;AB938140.1;AB969995.1;KJ174514.1;LC277950.1;LC036996.1;LC458354.1;LC277956.1;AB969925.1;MN102718.1;AB969926.1;NC_044650.1;LC458246.1;LC458355.1;LC036987.1;KJ004518.1;LC277967.1;LC277962.1;AB969955.1;LC277961.1;LC037009.1;LC277960.1;KT819204.1;KJ192332.1;LC500720.1;AB974543.1;LC492375.1;KM978993.1;LC492385.1;AB969997.1;LC277944.1;LC492387.1;LC492384.1;KM522836.1;LC492381.1;LC492388.1;LC492382.1;LC492386.1;AB972223.1;LC492377.1;LC492374.1;LC492376.1;KF649843.1;LC277954.1;AB969991.1;LC492380.1;LC492378.1;LC036988.1;LC492383.1;LC492379.1;AB974544.1;LC036998.1;MH248247.1;LC277966.1;LC277953.1;AB969990.1;AB969994.1;KT805946.1;AP004445.1;LC036994.1;KM522837.1;MG729394.1;MH248223.1;AF055590.1;LC277970.1;LC036991.1;LC037005.1;MH248242.1;KM522838.1;LC277968.1;AP004444.1;LC037003.1;FJ792629.1;MH248181.1
forward_12S_Oct2019_61	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616322.1;FJ616317.1;JQ707030.1;LC474195.1;LC104634.1;JQ707036.1;FJ616320.1;LC474196.1;FJ616328.1;AB969956.1;LC499559.1;LC104618.1;FJ616313.1;FJ616326.1;LC340187.1;JN935809.1;FJ616290.1;KF374999.1;LC499560.1;LC069664.1;LC069650.1;LC500710.1;AP006016.1;AB969957.1;AF285921.1;FJ616295.1;FJ616327.1;AB974585.1;LC104616.1;JQ707032.1;LC499303.1;AY279570.1;LC104613.1;LC069665.1;AF285920.1;AB969974.1;LC421703.1;LC069660.1;FJ616293.1;JQ707034.1;FJ616315.1;LC104614.1;NC_041192.1;LC458258.1;JQ707028.1;MK100717.1;LC021279.1;FJ616296.1;AF285926.1;LC091980.1;FJ616321.1;LC499305.1;FJ616314.1;LC069651.1;FJ616298.1;FJ616289.1;MH248164.1;JN935818.1;FJ616316.1;FJ616294.1;LC146253.1;FJ616318.1;JQ707035.1;LC146252.1;FJ616292.1;LC104619.1;AY098623.1;FJ616311.1;JQ707033.1;AF285925.1;JQ707031.1;LC069656.1;LC104637.1;FJ616324.1;FJ616297.1;FJ616319.1;KU531434.1;LC069597.1;NC_031181.1;FJ616323.1;FJ616340.1;LC385286.1
forward_12S_Oct2019_62	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena helleri;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC037056.1
forward_12S_Oct2019_63	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella simplicidens;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:70.4261904762;	KC136553.1;KC136546.1;KC136536.1;KC136577.1;KC136395.1;AB236128.1;AB236130.1;AB236129.1;KC136370.1;AB214535.1;LC021271.1;LC278022.1;KC136555.1;LC492400.1;LC037030.1;AB233476.1;AB233478.1;AB208649.1;AB233475.1;LC385204.1;LC278153.1;AB233477.1;LC278154.1;LC037029.1;LC458160.1;AB233481.1;AB233483.1;AB233491.1;AB233489.1;LC421696.1;AB233488.1;AP011060.1;AB233484.1;AB233482.1;LC492401.1;AB972232.1;AB233485.1;AB233479.1;KC136477.1;AB233487.1;AB208648.1;AB233490.1;AB233480.1;AB233486.1
forward_12S_Oct2019_64	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:69.6666666667;genus:69.6666666667;species:69.6666666667;	KC136482.1;EF616892.1;KC136483.1
forward_12S_Oct2019_65	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.0;species:98.0;	KC136408.1;LC037028.1;AP011062.1;KC136386.1;LC037027.1;KC136525.1;KC136413.1;KC136496.1;KC136380.1;KC136450.1;KC136441.1;KC136368.1;KC136520.1;KC136542.1;KC136480.1;LC037026.1;KC136512.1;KC136406.1;KC136470.1;KC136493.1;KC136375.1;KC136570.1;KC136519.1;KC136382.1;KC136568.1;LC037025.1;KC136543.1;KC136398.1;KC136516.1;KC136362.1;KC136404.1;KC136456.1;KC136540.1;KC136544.1;KC136505.1;KC136452.1;KC136474.1;KC136573.1;KC136422.1;KC136377.1;KC136418.1;KC136466.1;KC136409.1;AY279561.1;KC136476.1;KC136558.1;KC136384.1;EF616891.1;KC136574.1;KC136391.1;KC136526.1;KC136556.1;KC136381.1;KC136373.1;KC136479.1;AP011061.1;KC136511.1;KC136416.1;KC136390.1;KC136487.1;KC136533.1;KC136405.1;AB972197.1;KC136490.1;KC136412.1;KC136448.1;KC136507.1;KC136421.1;KC136565.1;KC136481.1;KC136578.1;KC136442.1;KC136538.1;KC136549.1;KC136537.1;KC136455.1;KC136454.1;KC136437.1;KC136446.1;KC136363.1;KC136417.1;KC136541.1;KC136426.1;KC136400.1;KC136453.1;KC136387.1;KC136532.1;KC136372.1;KC136414.1;KC136433.1;KC136468.1;KC136569.1;KC136564.1;KC136502.1;DQ336169.1;AB974539.1;LC049667.1;KT373795.1;KC136430.1;KC136522.1
forward_12S_Oct2019_66	0	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella simplicidens;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:75.4166666667;	KC136553.1;KC136546.1;KC136536.1;KC136395.1;KC136577.1;KC136370.1;AB236130.1;AB214535.1;AB236129.1;AB236128.1;LC021271.1;AB233475.1;AB208649.1;LC385204.1;LC278022.1;LC037030.1;LC492400.1;AB233478.1;AB233477.1;LC278153.1;KC136555.1;LC037029.1;LC278154.1;AB233476.1;AB233488.1;AB233489.1;AB208648.1;AB233479.1;LC421696.1;AB233483.1;LC492401.1;KC136477.1;AB233491.1;AB233487.1;AB233485.1;AB233482.1;AB233480.1;AP011060.1;AB972232.1;AB233481.1;LC458160.1;AB233484.1;AB233486.1;AB233490.1
forward_12S_Oct2019_67	0	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella simplicidens;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:77.3333333333;	KC136553.1;KC136546.1;KC136577.1;KC136536.1;KC136395.1;AB236128.1;AB236130.1;AB236129.1;LC021271.1;KC136370.1;AB214535.1;AB208649.1;KC136555.1;LC037030.1;AB233476.1;LC037029.1;AB233475.1;AB233478.1;AB233477.1;LC278154.1;LC492400.1;LC278022.1;LC278153.1;LC385204.1;AB233485.1;AB233491.1;AB233489.1;AB233482.1;AB233479.1;AP011060.1;AB233483.1;KC136477.1;LC458160.1;AB208648.1;AB233484.1;LC492401.1;AB233481.1;AB233488.1;LC421696.1;AB233487.1;AB972232.1;AB233486.1;AB233490.1;AB233480.1
forward_12S_Oct2019_68	0	0	3	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:54.0;family:54.0;genus:54.0;species:54.0;	KC136482.1;LC421690.1;LC458134.1;MG255111.1;LC146222.1;LC146225.1
forward_12S_Oct2019_69	0	0	3	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069399.1;LC091585.1;LC020933.1;LC091577.1;AB032554.1;LC500738.1;LC069398.1;LC069397.1;LC385054.1;LC069396.1;LC105907.1;LC105929.1;LC105780.1;LC105771.1;LC105963.1;LC105870.1;LC105913.1;LC105954.1;LC105751.1;LC105710.1;LC105795.1;LC105708.1;LC105811.1;LC105982.1;LC105819.1;LC105812.1;LC105738.1;LC105919.1;LC105717.1;LC105742.1;LC105818.1;LC105704.1;LC105736.1;LC105835.1;LC105788.1;LC105872.1;LC105905.1;LC105894.1;LC105871.1;LC105868.1;LC105957.1;LC105921.1;LC105714.1;LC105779.1;LC105776.1;LC105879.1;LC105705.1;LC105816.1;LC105923.1;LC105782.1;LC105943.1;LC105946.1;LC105960.1;LC105917.1;LC105774.1;LC105766.1;LC105744.1;LC105760.1;LC105817.1;LC105733.1;LC105962.1;LC105848.1;LC105804.1;LC105903.1;LC105942.1;LC105978.1;LC105966.1;LC105800.1;LC105911.1;LC105799.1;LC105763.1;LC105927.1;LC105730.1;LC105830.1;LC105934.1;LC105772.1;LC105781.1;LC105914.1;LC105862.1;LC105845.1;LC105925.1;LC105893.1;LC105847.1;LC105769.1;LC105950.1;LC105834.1;NC_037017.1;MG570463.1;MG570462.1;MH377780.1;LC091584.1;LC091583.1;HQ331537.1;MG570439.1;MG570421.1;MG570422.1;MG570434.1;AP009132.1;AP009131.1;MH377781.1
forward_12S_Oct2019_70	2	0	0	not_found		
forward_12S_Oct2019_71	2	0	0	not_found		
forward_12S_Oct2019_72	2	0	0	not_found		
forward_12S_Oct2019_73	2	0	0	not_found		
forward_12S_Oct2019_74	2	0	0	not_found		
forward_12S_Oct2019_75	2	0	0	not_found		
forward_12S_Oct2019_76	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279632.1;KY815300.1;LC104651.1;LC146271.1;AJ810137.1;KY421797.1;AY279611.1;AB974580.1;LC499368.1;AY279589.1;AJ810136.1;AY279628.1;KY815304.1
forward_12S_Oct2019_77	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:90.5;species:90.5;	AY279632.1;KY815300.1;AB972165.1;KY421797.1;LC146271.1;AJ810137.1;AY279611.1;LC104651.1;KY815304.1;AJ810136.1;AY279614.1;AB974580.1;AY279589.1;LC499368.1;KY815292.1;KY815286.1;AY279628.1;LC021281.1;AY279590.1;AY279635.1;AB972172.1;KY815268.1;KY815237.1
forward_12S_Oct2019_78	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:61.2694444444;family:37.3444444444;genus:37.3444444444;species:37.3444444444;	KC136482.1;LC146222.1;MG255111.1;LC458134.1;EF616891.1;AB972198.1;LC421698.1;EF616892.1;LC421697.1;AP006009.1;MG255113.1;FJ416614.1;AP006010.1;LC208773.1;LC036741.1;LC500739.1;AB972189.1;LC036796.1;LC499280.1;KT345965.1;AB974541.1;AB378750.1;AB378749.1;AB128866.1;AB128868.1;FJ171339.1;LC069537.1;MF621710.1;AB741956.1;MF621711.1;LC104345.1;AB734122.1;AB128870.1;AB969963.1;KC136457.1;AP009169.1;LC146237.1;LC021266.1;KM658974.1;LC069635.1;KM282429.1;KY965072.1;KM030438.1;AB969895.1;LC092033.1;LC278180.1;AP006025.1;AY372791.1;LC458214.1;LC421736.1;AB972128.1;LC421737.1;LC421735.1;LC278029.1;LC278172.1;LC278030.1;LC278171.1;LC037134.1;LC278257.1;AP006031.1;KM233212.1;AP006814.1;LC499379.1;LC104689.1;KR152234.1;KR152239.1;LC049802.1;LC146283.1;LC104688.1;AF294445.1;KR152243.1;KR152242.1;LC499334.1;LC458332.1;KJ420577.1;AP017437.1;LC026623.1;LC049824.1;LC278261.1;LC278255.1;LC278260.1;AY700235.1;LC278258.1;LC499391.1;AY700244.1;AB972222.1;KT337333.1;KY798453.1
forward_12S_Oct2019_79	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279632.1;KY815300.1;LC104651.1;KY421797.1;AJ810137.1;AJ810136.1;KY815304.1;AB974580.1;AY279589.1;LC499368.1;AY279628.1;AB972165.1;AB972172.1;KY815268.1
forward_12S_Oct2019_80	2	0	0	Unclassified		
forward_12S_Oct2019_81	2	0	0	Unclassified		
forward_12S_Oct2019_82	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;LC037028.1;AP011062.1;KC136407.1;KC136413.1;KC136441.1;LC037026.1;KC136488.1;KC136394.1;KC136508.1;KC136444.1;KC136496.1;KC136525.1;KC136503.1;KC136378.1;KC136450.1;KC136512.1;KC136545.1;KC136542.1;KC136365.1;KC136527.1;KC136500.1;KC136380.1;KC136406.1;KC136493.1;KC136504.1;KC136368.1;KC136520.1;KC136463.1;KC136377.1;KC136570.1;KC136456.1;KC136531.1;KC136499.1;KC136540.1;KC136543.1;KC136519.1;KC136478.1;KC136402.1;KC136505.1;KC136404.1;KC136398.1;KC136550.1;LC037025.1;KC136573.1;KC136568.1;KC136451.1;KC136418.1;KC136529.1;KC136464.1;KC136391.1;KC136446.1;KC136533.1;KC136541.1;KC136437.1;KC136438.1;KC136509.1;KC136416.1;KC136557.1;KC136473.1;KC136506.1;KC136535.1;KC136369.1;KC136390.1;KC136511.1;KC136487.1;KC136445.1;AP011061.1;KC136481.1;KC136468.1;KC136560.1;KC136548.1;AB972197.1;KC136387.1;LC037024.1;KC136502.1;KC136442.1;KC136447.1;KC136415.1;KC136376.1;KC136417.1;KC136523.1;KC136578.1;KC136363.1;KC136426.1;KC136399.1;KC136421.1;KC136455.1;KC136538.1;KC136361.1;KC136537.1;KC136491.1;KC136372.1;KC136492.1;KC136526.1;KC136414.1;KC136448.1;KC136565.1;KC136497.1;KC136572.1
