fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	sum taxonomy
forward_c19_fishcard_1230	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1231	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1232	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1233	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1234	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1235	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1236	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1237	0	1	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;;
forward_c19_fishcard_1238	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_c19_fishcard_1239	0	1	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1240	0	1	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1241	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1242	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1243	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1244	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1245	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1246	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1247	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1248	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1249	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1250	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1251	0	1	0	
forward_c19_fishcard_1252	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1253	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1254	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1255	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1256	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1257	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1258	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1259	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1260	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1261	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1262	0	1	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus
forward_c19_fishcard_1263	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1264	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1265	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1266	0	1	0	
forward_c19_fishcard_1267	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
forward_c19_fishcard_1268	0	1	0	
forward_c19_fishcard_1269	0	0	1	
forward_c19_fishcard_1270	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1271	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_c19_fishcard_1272	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1273	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1274	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1275	0	0	1	
forward_c19_fishcard_1276	0	0	1	
forward_c19_fishcard_1277	0	0	1	
forward_c19_fishcard_1278	0	0	1	
forward_c19_fishcard_1279	0	0	1	
forward_c19_fishcard_1280	0	0	1	
forward_c19_fishcard_1281	0	0	1	
forward_c19_fishcard_1282	0	0	1	
forward_c19_fishcard_1283	0	0	1	
forward_c19_fishcard_1284	0	0	1	
forward_c19_fishcard_1285	0	0	1	
forward_c19_fishcard_1286	0	0	1	
forward_c19_fishcard_1287	0	0	1	
forward_c19_fishcard_1288	0	0	1	
forward_c19_fishcard_1289	0	0	1	
forward_c19_fishcard_1290	0	0	1	
forward_c19_fishcard_1291	0	0	1	
forward_c19_fishcard_1292	0	0	1	
forward_c19_fishcard_1293	0	0	1	
forward_c19_fishcard_1294	0	0	1	
forward_c19_fishcard_1295	0	0	1	
forward_c19_fishcard_1296	0	0	1	
forward_c19_fishcard_1297	0	0	1	
forward_c19_fishcard_1298	0	0	1	
forward_c19_fishcard_1299	0	0	1	
forward_c19_fishcard_1300	0	0	1	
forward_c19_fishcard_1301	0	0	1	
forward_c19_fishcard_1302	0	0	1	
forward_c19_fishcard_1303	0	0	1	
forward_c19_fishcard_1304	0	0	1	
forward_c19_fishcard_1305	0	0	1	
forward_c19_fishcard_1306	0	0	1	
forward_c19_fishcard_1307	0	0	1	
forward_c19_fishcard_1308	0	0	1	
forward_c19_fishcard_1309	0	0	1	
forward_c19_fishcard_1310	0	0	1	
forward_c19_fishcard_1311	0	0	1	
forward_c19_fishcard_1312	0	0	1	
forward_c19_fishcard_1313	0	0	1	
forward_c19_fishcard_1314	0	0	1	
forward_c19_fishcard_1315	0	0	1	
forward_c19_fishcard_1316	0	0	1	
forward_c19_fishcard_1317	0	0	1	
forward_c19_fishcard_1318	0	0	1	
forward_c19_fishcard_1319	0	0	1	
forward_c19_fishcard_1320	0	0	1	
forward_c19_fishcard_1321	0	0	1	
forward_c19_fishcard_1322	0	0	1	
forward_c19_fishcard_1323	0	0	1	
forward_c19_fishcard_1324	0	0	1	
forward_c19_fishcard_1325	0	0	1	
forward_c19_fishcard_1326	0	0	1	
forward_c19_fishcard_1327	0	0	1	
forward_c19_fishcard_1328	0	0	1	
forward_c19_fishcard_1329	0	0	1	
forward_c19_fishcard_1330	0	0	1	
forward_c19_fishcard_1331	0	0	1	
forward_c19_fishcard_1332	0	0	1	
forward_c19_fishcard_1333	0	0	1	
forward_c19_fishcard_1334	0	0	1	
forward_c19_fishcard_1335	0	0	1	
forward_c19_fishcard_1336	0	0	1	
forward_c19_fishcard_1337	0	0	1	
forward_c19_fishcard_1338	0	0	1	
forward_c19_fishcard_1339	0	0	1	
forward_c19_fishcard_1340	0	0	1	
forward_c19_fishcard_1341	0	0	1	
forward_c19_fishcard_1342	0	0	1	
forward_c19_fishcard_1343	0	0	1	
forward_c19_fishcard_1344	0	0	1	
forward_c19_fishcard_1345	0	0	1	
forward_c19_fishcard_1346	0	0	1	
forward_c19_fishcard_1347	0	0	1	
forward_c19_fishcard_1348	0	0	1	
forward_c19_fishcard_1349	0	0	1	
forward_c19_fishcard_1350	0	0	1	
forward_c19_fishcard_1351	0	0	1	
forward_c19_fishcard_1352	0	0	1	
forward_c19_fishcard_1353	0	0	1	
forward_c19_fishcard_1354	0	0	1	
forward_c19_fishcard_1355	0	0	1	
forward_c19_fishcard_1356	0	0	1	
forward_c19_fishcard_1357	0	0	1	
forward_c19_fishcard_1358	0	0	1	
forward_c19_fishcard_1359	0	0	1	
forward_c19_fishcard_1360	0	0	1	
forward_c19_fishcard_1361	0	0	1	
forward_c19_fishcard_1362	0	0	1	
forward_c19_fishcard_1363	0	0	1	
forward_c19_fishcard_1364	0	0	1	
forward_c19_fishcard_1365	0	0	1	
forward_c19_fishcard_1366	0	0	1	
forward_c19_fishcard_1367	0	0	1	
forward_c19_fishcard_1368	0	0	1	
forward_c19_fishcard_1369	0	0	1	
forward_c19_fishcard_1370	0	0	1	
forward_c19_fishcard_1371	0	0	1	
forward_c19_fishcard_1372	0	0	1	
forward_c19_fishcard_1373	0	0	1	
forward_c19_fishcard_1374	0	0	1	
forward_c19_fishcard_1375	0	0	1	
forward_c19_fishcard_1376	0	0	1	
forward_c19_fishcard_1377	0	0	1	
forward_c19_fishcard_1378	0	0	1	
forward_c19_fishcard_1379	0	0	1	
forward_c19_fishcard_1380	0	0	1	
forward_c19_fishcard_1381	0	0	1	
forward_c19_fishcard_1382	0	0	1	
forward_c19_fishcard_1383	0	0	1	
forward_c19_fishcard_1384	0	0	1	
forward_c19_fishcard_1385	0	0	1	
forward_c19_fishcard_1386	0	0	1	
forward_c19_fishcard_1387	0	0	1	
forward_c19_fishcard_1388	0	0	1	
forward_c19_fishcard_1389	0	0	1	
forward_c19_fishcard_1390	0	0	1	
forward_c19_fishcard_1391	0	0	1	
forward_c19_fishcard_1392	0	0	1	
forward_c19_fishcard_1393	0	0	1	
forward_c19_fishcard_1394	0	0	1	
forward_c19_fishcard_1395	0	0	1	
forward_c19_fishcard_1396	0	0	1	
forward_c19_fishcard_1397	0	0	1	
forward_c19_fishcard_1398	0	0	1	
forward_c19_fishcard_1399	0	0	1	
forward_c19_fishcard_1400	0	0	1	
forward_c19_fishcard_1401	0	0	1	
forward_c19_fishcard_1402	0	0	1	
forward_c19_fishcard_1403	0	0	1	
forward_c19_fishcard_1404	0	0	1	
forward_c19_fishcard_1405	0	0	1	
forward_c19_fishcard_1406	0	0	1	
forward_c19_fishcard_1407	0	0	1	
forward_c19_fishcard_1408	0	0	1	
forward_c19_fishcard_1409	0	0	1	
forward_c19_fishcard_1410	0	0	1	
forward_c19_fishcard_1411	0	0	1	
forward_c19_fishcard_1412	0	0	1	
forward_c19_fishcard_1413	0	0	1	
forward_c19_fishcard_1414	0	0	1	
forward_c19_fishcard_1415	0	0	1	
forward_c19_fishcard_1416	0	0	1	
forward_c19_fishcard_1417	0	0	1	
forward_c19_fishcard_1418	0	0	1	
forward_c19_fishcard_1419	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1420	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1421	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1422	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1423	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1424	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1425	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1426	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1427	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1428	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1429	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1430	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1431	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1432	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
forward_c19_fishcard_1433	0	0	1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;;
forward_c19_fishcard_1434	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1435	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1436	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1437	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1438	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1439	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1440	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1441	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1442	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1443	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1444	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1445	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1446	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1447	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1448	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1449	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1450	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1451	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1452	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1453	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1454	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1455	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1456	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1457	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1458	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1459	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1460	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1461	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1462	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1463	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1464	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1465	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1466	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1467	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1468	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1469	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1470	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1471	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1472	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1473	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1474	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1475	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1476	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1477	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1478	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1479	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1480	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1481	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_c19_fishcard_1482	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1483	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1484	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1485	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1486	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_c19_fishcard_1487	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1488	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1489	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1490	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_c19_fishcard_1491	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_c19_fishcard_1492	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1493	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1494	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1495	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1496	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1497	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1498	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1499	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1500	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1501	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1502	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1503	0	0	1	
forward_c19_fishcard_1504	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1505	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1506	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1507	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1508	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1509	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1510	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1511	0	0	1	
forward_c19_fishcard_1512	0	0	1	
forward_c19_fishcard_1513	0	0	1	
forward_c19_fishcard_1514	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1515	0	0	1	
forward_c19_fishcard_1516	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1517	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1518	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1519	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1520	0	0	1	
forward_c19_fishcard_1521	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1522	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1523	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1524	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1525	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1526	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1527	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1528	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_c19_fishcard_1529	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1530	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1531	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1532	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
forward_c19_fishcard_1533	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1534	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1535	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1536	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1537	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1538	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1539	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_c19_fishcard_1540	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1541	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1542	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1543	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1544	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1545	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1546	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1547	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1548	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1549	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1550	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1551	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1552	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1553	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
