fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_c19_fishcard_37	0	1	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_581.1;FISHCARD_miu_087.1;LC091577.1;LC069399.1;LC069396.1;LC091585.1;LC069397.1;LC500738.1;AB032554.1;LC020933.1;LC069398.1;LC385054.1;NC_037016.1;MG570462.1;NC_037017.1;MG570463.1;MG570434.1;MG570421.1;MH377781.1;MG570440.1;LC091583.1;AP009131.1;LC091584.1;MG570422.1;KY769128.1;AP009132.1;HQ331537.1;FISHCARD_miu_445.1;MH377780.1;MG570439.1;KP013088.1;LC105921.1;LC105769.1;LC105767.1;LC105756.1;LC105733.1;LC105864.1;LC105815.1;LC105819.1;LC105923.1;LC105847.1;LC105857.1;LC105787.1;LC105792.1;LC105720.1;LC105781.1;LC105904.1;LC105959.1;LC105744.1;LC105903.1;LC105777.1;LC105966.1;LC105916.1;LC105710.1;LC105750.1;LC105812.1;LC105871.1;LC105901.1;LC105739.1;LC105888.1;LC105938.1;LC105826.1;LC105976.1;LC105778.1;LC105810.1;LC105758.1;LC105953.1;LC105927.1;LC105705.1;LC105742.1;LC105940.1;LC105793.1;LC105843.1;LC105897.1;LC105954.1;LC105833.1;LC105912.1;LC105968.1;LC105822.1;LC105829.1;LC105947.1;LC105755.1;LC105771.1;LC105770.1;LC105839.1;LC105969.1;LC105841.1;LC105876.1;LC105895.1;LC105827.1;LC105809.1;LC105906.1;LC105773.1;LC105797.1;LC105889.1;LC105973.1;LC105737.1;LC105905.1;LC105716.1;LC105854.1
forward_c19_fishcard_38	4	0	0	not_found		
forward_c19_fishcard_39	4	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:71.4345238095;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136395.1;KC136577.1;AB214535.1;KC136370.1;AB236130.1;LC021271.1;AB236129.1;AB236128.1;KC136536.1;AB233476.1;LC278022.1;AB233477.1;LC037030.1;LC278153.1;AB208649.1;KC136555.1;LC492400.1;AB233475.1;LC278154.1;LC385204.1;LC037029.1;AB233478.1;AB233489.1;AB233487.1;LC458160.1;AB233481.1;AB208648.1;AB233479.1;AB233482.1;AB972232.1;LC492401.1;AP011060.1;KC136477.1;AB233488.1;AB233484.1;AB233485.1;LC421696.1;AB233491.1;AB233483.1;AB233480.1;AB233486.1;AB233490.1
forward_c19_fishcard_40	4	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;HE961975.1
forward_c19_fishcard_41	3	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.0;species:99.0;	KC136408.1;FISHCARD_miu_291.1;LC037028.1;AP011062.1;KC136496.1;KC136470.1;KC136413.1;KC136493.1;KC136542.1;LC037027.1;KC136407.1;KC136365.1;KC136378.1;KC136545.1;KC136504.1;KC136488.1;KC136394.1;KC136380.1;KC136508.1;KC136527.1;KC136386.1;KC136474.1;KC136382.1;KC136531.1;KC136404.1;KC136543.1;KC136422.1;KC136402.1;KC136573.1;KC136499.1;LC037025.1;KC136456.1;KC136362.1;KC136478.1;KC136540.1;KC136452.1;KC136451.1;KC136516.1;KC136550.1;KC136529.1;AP011063.1;KC136464.1;KC136391.1;KC136574.1;KC136421.1;KC136366.1;KC136384.1;KC136506.1;KC136372.1;KC136507.1;KC136415.1;FISHCARD_miu_167.1;KC136538.1;KC136554.1;AB972197.1;KC136438.1;KC136523.1;KC136445.1;KC136560.1;KC136414.1;KC136433.1;KC136481.1;KC136373.1;KC136533.1;KC136489.1;KC136548.1;KC136454.1;KC136393.1;KC136502.1;KC136514.1;KC136383.1;AY279561.1;KC136479.1;KC136497.1;KC136473.1;KC136521.1;KC136448.1;KC136369.1;KC136558.1;EF616895.1;KC136411.1;KC136559.1;KC136399.1;KC136437.1;KC136361.1;KC136569.1;KC136564.1;KC136541.1;KC136491.1;AP014538.1;KC136412.1;KC136532.1;KC136476.1;KC136460.1;KC136403.1;KC136522.1;KC136379.1;KC136439.1;EF616891.1;KC136484.1
forward_c19_fishcard_42	3	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;AF285933.1
forward_c19_fishcard_43	3	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;AF285933.1;JN935815.1
forward_c19_fishcard_44	2	1	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:98.0;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_699.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;FISHCARD_miu_348.1;KC136482.1;AP014537.1;HQ391897.1;MH301073.1;MH301072.1;MH301070.1;MH301071.1
forward_c19_fishcard_45	1	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.85;	FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_683.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;KC136482.1;FISHCARD_miu_348.1;LC421690.1;LC146222.1;MG255111.1;FISHCARD_miu_395.1;LC146225.1;LC458134.1;MG255113.1;AB938146.1;FJ416614.1;EF616891.1;EF616892.1;AP006009.1;KC136476.1;FISHCARD_miu_568.1;KC136466.1;LC421697.1;AB972198.1;AP014538.1;AB972218.1;KC136483.1;LC421698.1;LC499270.1;LC500739.1;KT345965.1;LC208773.1;LC036779.1;LC036780.1;LC006297.3;AB974541.1;LC499280.1;LC146230.1;LC036796.1
forward_c19_fishcard_46	0	4	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Clinidae;genus:Heterostichus;species:Heterostichus rostratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_244.1;FISHCARD_miu_517.1;FISHCARD_miu_243.1;FISHCARD_miu_190.1
forward_c19_fishcard_47	0	4	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Embiotoca;species:Embiotoca jacksoni;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:91.3619047619;species:91.3619047619;	AF285918.1;AY279573.1;KU530212.1;FISHCARD_miu_189.1;FISHCARD_miu_701.1;FISHCARD_miu_044.1;FISHCARD_miu_685.1;FISHCARD_miu_163.1;FISHCARD_miu_043.1;LC091971.1;FISHCARD_miu_406.1;LC091972.1;AY279572.1;FISHCARD_miu_266.1;LC091975.1;LC091976.1;FISHCARD_miu_264.1;FISHCARD_miu_164.1;FISHCARD_miu_141.1;LC091977.1;LC104608.1;AP009128.1;FISHCARD_miu_142.1;LC091978.1;FISHCARD_miu_265.1;FJ616394.1;FISHCARD_miu_263.1;JN125224.1;JN125222.1;LC091973.1;LC091974.1;AB969917.1;AB969916.1;JN125226.1;FISHCARD_miu_160.1;JN125223.1;JN125227.1;AP009129.1;FISHCARD_miu_046.1;JN125225.1;AY279571.1;FISHCARD_miu_161.1;FISHCARD_miu_162.1
forward_c19_fishcard_48	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.6666666667;species:56.6666666667;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1;LC146271.1;AJ810137.1;AY279611.1;KY421797.1;LC104651.1;AJ810136.1;KY815304.1;AY279628.1;KY815292.1;LC499368.1;AY279589.1;AB974580.1;AB972172.1
forward_c19_fishcard_49	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.8333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1;AF488502.1
forward_c19_fishcard_50	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.5;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1;AF488502.1
forward_c19_fishcard_51	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_655.1;EU921698.1;EU921696.1;JX242917.1
forward_c19_fishcard_52	0	0	4	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Cottidae;genus:Ruscarius;species:Ruscarius creaseri;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_389.1;AB969952.1;FISHCARD_miu_473.1;KM057965.1;LC091917.1;FISHCARD_miu_253.1;LC091918.1;LC091919.1;AB938166.1;KM057989.1
forward_c19_fishcard_53	3	0	0	not_found		
forward_c19_fishcard_54	3	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;HE961975.1
forward_c19_fishcard_55	2	0	1	not_found		
forward_c19_fishcard_56	2	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_343.1;DQ336169.1;KT373795.1;AB974539.1;LC049667.1;AB974541.1;MF966980.1;KT345965.1;MF966982.1;MF966978.1;MF966985.1;MF966984.1;MF966981.1;MF966979.1;AP014536.1;KR075132.1;MF966983.1;KC136466.1;KC136476.1;EF616891.1;LC208773.1;LC500739.1;LC006297.3;LC036779.1;LC036780.1;AP014538.1;AB974645.1;LC146227.1;LC021164.1;AP017435.1;LC458154.1;AB974575.1;LC458155.1;KF815977.1;KJ907732.1;AB128866.1;AB739063.1;AB128869.1;AB128868.1;AB974643.1;FISHCARD_miu_333.1;AB128867.1;AB741956.1;KM370980.1;LC021266.1;JN378751.1;KY660677.1;KC567664.1;LC055190.1;KJ960194.1;KJ644781.1;JF972568.1;KY815235.1;KF746198.1;AB128871.1;AB128870.1;AB734122.1
forward_c19_fishcard_57	2	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1;FJ616360.1;HE961975.1
forward_c19_fishcard_58	1	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.85;	FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_678.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_580.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_348.1;KC136482.1;LC421690.1;LC146222.1;LC458134.1;LC146225.1;MG255111.1;FISHCARD_miu_395.1;HQ391897.1;AP006009.1;KC136483.1;KC136466.1;AB972198.1;AP014538.1;KC136476.1;FISHCARD_miu_568.1;EF616892.1;EF616891.1;LC421697.1;LC421698.1;LC006297.3;MG255113.1;LC208773.1;FJ416614.1;LC036779.1;AB938146.1;DQ536425.1;LC069536.1;LC036780.1;LC500739.1;DQ336169.1;FISHCARD_miu_343.1
forward_c19_fishcard_59	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	KC136408.1;FISHCARD_miu_291.1;AP011062.1;LC037028.1;KC136441.1;KC136378.1;KC136542.1;KC136368.1;KC136503.1;KC136450.1;KC136444.1;KC136413.1;LC037027.1;KC136406.1;KC136470.1;KC136488.1;KC136386.1;KC136463.1;KC136493.1;KC136380.1;KC136427.1;KC136394.1;KC136508.1;KC136365.1;KC136504.1;KC136525.1;KC136496.1;KC136543.1;KC136531.1;KC136398.1;KC136428.1;KC136505.1;KC136362.1;KC136519.1;KC136573.1;LC037025.1;KC136382.1;KC136570.1;KC136418.1;KC136499.1;KC136451.1;KC136474.1;KC136402.1;KC136452.1;KC136529.1;KC136391.1;KC136426.1;KC136514.1;KC136572.1;KC136468.1;KC136473.1;KC136524.1;AB972197.1;KC136446.1;KC136442.1;KC136387.1;KC136549.1;KC136361.1;KC136511.1;KC136492.1;KC136526.1;KC136491.1;KC136438.1;KC136381.1;KC136481.1;LC037024.1;KC136560.1;KC136447.1;KC136417.1;KC136433.1;KC136366.1;KC136535.1;KC136533.1;KC136479.1;KC136557.1;KC136454.1;KC136564.1;KC136411.1;KC136489.1;AP011061.1;KC136578.1;KC136372.1;FISHCARD_miu_167.1;KC136416.1;KC136461.1;KC136523.1;KC136554.1;KC136421.1;KC136400.1;KC136376.1;KC136374.1;KC136556.1;KC136522.1;KC136460.1;EF616895.1;KC136484.1;KC136574.1;KC136379.1;KC136490.1;EF616891.1
forward_c19_fishcard_60	1	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:95.2595238095;species:51.5181818182;	LC091961.1;LC091962.1;FISHCARD_miu_036.1;AB972182.1;LC277958.1;LC499276.1;LC385180.1;AP003091.1;AB096005.1;AP003092.1;AB108498.1;MH377811.1;LC277951.1;KF841444.1;LC036993.1;FISHCARD_miu_577.1;AF271658.1;LC037001.1;AB969924.1;KM986880.1;LC036995.1;AB938141.1;AB969992.1;MH248170.1;AB969927.1;AB938140.1;LC277950.1;AB969995.1;MH377815.1;MH377814.1;KJ174514.1;MH248171.1;LC277964.1;LC036996.1;LC277967.1;KJ004518.1;LC458355.1;LC036987.1;NC_044650.1;LC458246.1;LC277956.1;LC458354.1;AB969925.1;FISHCARD_miu_549.1;FISHCARD_miu_578.1;AB969955.1;FISHCARD_miu_239.1;LC037009.1;LC277962.1;LC277960.1;KT819204.1;LC277961.1;KJ192332.1;LC492375.1;AB974543.1;LC500720.1;KM978993.1;LC277954.1;AB969991.1;LC036988.1;LC492383.1;LC492374.1;LC277944.1;AB969997.1;LC492379.1;LC492384.1;LC492386.1;LC492382.1;AB972223.1;MH248172.1;LC492387.1;KM522836.1;KF649843.1;LC492380.1;LC036998.1;LC277966.1;AB974544.1;MH248247.1;LC277953.1;FISHCARD_miu_153.1;KT805946.1;KM201334.1;AP004445.1;AB969990.1;AB969994.1;LC036994.1;AB938139.1;MG729394.1;MH248223.1;FISHCARD_miu_551.1;AF055590.1;FISHCARD_miu_238.1;LC277970.1;MH248242.1;LC037005.1;LC036991.1;FJ792629.1;AP004444.1;LC277968.1;LC037003.1
forward_c19_fishcard_61	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616322.1;FISHCARD_miu_347.1;FJ616317.1;FISHCARD_miu_346.1;JQ707030.1;LC474195.1;AB969956.1;JQ707036.1;LC474196.1;FJ616328.1;LC104634.1;FJ616320.1;LC499559.1;FJ616326.1;LC104618.1;LC340187.1;FJ616313.1;FJ616327.1;AB969957.1;LC500710.1;JN935809.1;AB974585.1;AF285921.1;FJ616290.1;FJ616295.1;LC069650.1;LC069664.1;AP006016.1;LC499560.1;KF374999.1;LC104616.1;LC069665.1;FJ616293.1;LC499303.1;LC069660.1;AB969974.1;LC421703.1;JQ707032.1;AY279570.1;AF285920.1;LC104613.1;JQ707034.1;LC104614.1;NC_041192.1;FJ616315.1;LC021279.1;JQ707028.1;FJ616296.1;MK100717.1;LC458258.1;AF285926.1;FJ616314.1;LC069651.1;FJ616321.1;LC091980.1;LC499305.1;FJ616289.1;FJ616298.1;MH248164.1;FJ616316.1;JN935818.1;LC146253.1;FJ616294.1;FJ616292.1;JQ707035.1;LC146252.1;LC104619.1;FJ616318.1;AY098623.1;FJ616311.1;FISHCARD_miu_345.1;AF285925.1;JQ707033.1;JQ707031.1;LC069656.1;LC104637.1;FJ616324.1;FJ616319.1;FJ616297.1;NC_031181.1;KU531434.1;LC069597.1;FJ616340.1;FJ616323.1;LC385286.1
forward_c19_fishcard_62	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1;LC037056.1
forward_c19_fishcard_63	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:82.8666666667;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136577.1;KC136536.1;KC136395.1;LC021271.1;KC136370.1;AB236128.1;AB214535.1;AB236129.1;AB236130.1;AB233477.1;LC037029.1;AB233475.1;AB233476.1;LC278153.1;AB233478.1;KC136555.1;LC492400.1;AB208649.1;LC037030.1;LC278154.1;LC385204.1;LC278022.1;AB233488.1;KC136477.1;AB233483.1;AB233491.1;AB233481.1;AB233487.1;AB972232.1;AB233489.1;AP011060.1;AB233484.1;AB233485.1;LC458160.1;LC421696.1;AB208648.1;AB233479.1;LC492401.1;AB233482.1;AB233480.1;AB233490.1;AB233486.1
forward_c19_fishcard_64	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:63.85;	FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;KC136482.1;FISHCARD_miu_348.1;KC136483.1;EF616892.1
forward_c19_fishcard_65	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	FISHCARD_miu_291.1;KC136408.1;AP011062.1;LC037028.1;LC458161.1;KC136380.1;KC136463.1;KC136525.1;KC136378.1;KC136545.1;KC136512.1;KC136450.1;KC136500.1;KC136470.1;KC136413.1;KC136365.1;KC136542.1;KC136488.1;LC037026.1;KC136407.1;KC136406.1;KC136527.1;KC136394.1;KC136398.1;KC136516.1;KC136422.1;KC136519.1;KC136377.1;KC136573.1;KC136531.1;KC136478.1;KC136456.1;KC136474.1;KC136570.1;KC136544.1;KC136402.1;KC136382.1;KC136550.1;AP014538.1;EF616891.1;EF616895.1;KC136409.1;AY279561.1;KC136521.1;KC136476.1;KC136466.1;KC136464.1;KC136391.1;KC136564.1;KC136454.1;KC136533.1;KC136393.1;KC136383.1;KC136414.1;KC136400.1;KC136460.1;KC136506.1;KC136535.1;KC136473.1;KC136461.1;KC136487.1;KC136548.1;KC136446.1;KC136549.1;KC136481.1;KC136572.1;KC136523.1;KC136445.1;KC136426.1;KC136538.1;KC136526.1;KC136448.1;KC136447.1;KC136438.1;KC136491.1;KC136532.1;KC136578.1;KC136437.1;KC136479.1;KC136421.1;KC136366.1;KC136560.1;KC136492.1;KC136455.1;KC136399.1;KC136507.1;KC136361.1;KC136372.1;KC136524.1;KC136559.1;KC136411.1;KC136433.1;KC136541.1;FISHCARD_miu_343.1;DQ336169.1;KT373795.1;KC136430.1;KC136403.1;AB974539.1;LC049667.1
forward_c19_fishcard_66	0	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:86.3333333333;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136536.1;KC136577.1;KC136395.1;KC136370.1;AB236129.1;AB236128.1;AB214535.1;LC021271.1;AB236130.1;LC037029.1;LC037030.1;LC385204.1;AB208649.1;LC278022.1;LC278154.1;AB233476.1;LC492400.1;AB233478.1;AB233475.1;LC278153.1;AB233477.1;KC136555.1;AB233488.1;AB233479.1;LC458160.1;AB233482.1;AB208648.1;AB233485.1;AB233484.1;AB972232.1;LC421696.1;AB233481.1;AB233480.1;LC492401.1;AB233487.1;AP011060.1;AB233491.1;AB233489.1;KC136477.1;AB233483.1;AB233490.1;AB233486.1
forward_c19_fishcard_67	0	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:86.5;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136577.1;KC136536.1;KC136395.1;AB236129.1;KC136370.1;LC021271.1;AB214535.1;AB236128.1;AB236130.1;LC278153.1;LC492400.1;AB233478.1;LC278154.1;LC037029.1;LC385204.1;AB233476.1;AB208649.1;AB233475.1;AB233477.1;LC278022.1;KC136555.1;LC037030.1;AB233491.1;AB233484.1;AP011060.1;KC136477.1;LC458160.1;AB233489.1;AB233488.1;AB233482.1;AB233479.1;AB233481.1;AB208648.1;AB972232.1;AB233487.1;LC492401.1;AB233483.1;LC421696.1;AB233485.1;AB233490.1;AB233486.1;AB233480.1
forward_c19_fishcard_68	0	0	3	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.6;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;KC136482.1;FISHCARD_miu_348.1;LC146222.1;LC421690.1;MG255111.1;LC146225.1;LC458134.1;FISHCARD_miu_395.1
forward_c19_fishcard_69	0	0	3	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069397.1;LC069399.1;LC500738.1;LC091585.1;LC091577.1;LC385054.1;AB032554.1;LC069398.1;LC020933.1;LC069396.1;FISHCARD_miu_087.1;FISHCARD_miu_581.1;LC105793.1;LC105738.1;LC105835.1;LC105827.1;LC105709.1;LC105813.1;LC105760.1;LC105868.1;LC105961.1;LC105754.1;LC105940.1;LC105902.1;LC105789.1;LC105975.1;LC105927.1;LC105880.1;LC105954.1;LC105801.1;LC105768.1;LC105790.1;LC105710.1;LC105871.1;LC105942.1;LC105820.1;LC105891.1;LC105972.1;LC105963.1;LC105822.1;LC105938.1;LC105842.1;LC105885.1;LC105889.1;LC105888.1;LC105907.1;LC105905.1;LC105809.1;LC105899.1;LC105983.1;LC105896.1;LC105778.1;LC105770.1;LC105787.1;LC105720.1;LC105860.1;LC105844.1;LC105920.1;LC105949.1;LC105894.1;LC105805.1;LC105967.1;LC105976.1;LC105850.1;LC105796.1;LC105925.1;LC105782.1;LC105936.1;LC105715.1;LC105912.1;LC105761.1;LC105965.1;LC105904.1;LC105739.1;LC105704.1;LC105909.1;LC105897.1;LC105751.1;LC105887.1;LC105978.1;LC105971.1;LC105808.1;LC105830.1;LC105759.1;LC105951.1;LC105714.1;LC105840.1;LC105798.1;NC_037016.1;MG570462.1;MG570463.1;AP009132.1;MH377781.1;LC091584.1;MG570422.1;HQ331537.1;LC091583.1;MG570439.1;AP009131.1;KP013088.1
forward_c19_fishcard_70	2	0	0	not_found		
forward_c19_fishcard_71	2	0	0	not_found		
forward_c19_fishcard_72	2	0	0	not_found		
forward_c19_fishcard_73	2	0	0	not_found		
forward_c19_fishcard_74	2	0	0	not_found		
forward_c19_fishcard_75	2	0	0	not_found		
